"ATTR_ID","ATTR_NAME","DESCRIPTION","MATCH_RATE","LOE","CAT","SUBCAT","SUBCAT2","DATA_TYPE","LEN","ENCODE_VAL","VALID_VAL","VALID_VAL_CNT","VAL_BINARY_IND"
"1808_06","Family Ties - Grandchildren's Combined Age Ranges - Person - 03 to 05 Unknown Gender","Indicates the presence of grandchildren of unknown gender(s) age 3 to 5. Data could be coded as unknown gender because of ambiguous or unisex names.",1.45,"Person","Demographics","Family Ties","Child - CAR 4 - FT","String",1,"1 = True","1 ",1,1
"1808_07","Family Ties - Grandchildren's Combined Age Ranges - Person - 06 to 10 Male","Indicates the presence of male grandchildren age 6 to 10.",0.22,"Person","Demographics","Family Ties","Child - CAR 4 - FT","String",1,"1 = True","1 ",1,1
"1808_08","Family Ties - Grandchildren's Combined Age Ranges - Person - 06 to 10 Female","Indicates the presence of female grandchildren age 6 to 10.",0.06,"Person","Demographics","Family Ties","Child - CAR 4 - FT","String",1,"1 = True","1 ",1,1
"1808_09","Family Ties - Grandchildren's Combined Age Ranges - Person - 06 to 10 Unknown Gender","Indicates the presence of grandchildren of unknown gender(s) age 6 to 10. Data could be coded as unknown gender because of ambiguous or unisex names.",2.94,"Person","Demographics","Family Ties","Child - CAR 4 - FT","String",1,"1 = True","1 ",1,1
"1808_10","Family Ties - Grandchildren's Combined Age Ranges - Person - 11 to 15 Male","Indicates the presence of male grandchildren age 11 to 15.",0.6,"Person","Demographics","Family Ties","Child - CAR 4 - FT","String",1,"1 = True","1 ",1,1
"1808_11","Family Ties - Grandchildren's Combined Age Ranges - Person - 11 to 15 Female","Indicates the presence of female grandchildren age 11 to 15.",0.41,"Person","Demographics","Family Ties","Child - CAR 4 - FT","String",1,"1 = True","1 ",1,1
"1808_12","Family Ties - Grandchildren's Combined Age Ranges - Person - 11 to 15 Unknown Gender","Indicates the presence of grandchildren of unknown gender(s) age 11 to 15. Data could be coded as unknown gender because of ambiguous or unisex names.",3.71,"Person","Demographics","Family Ties","Child - CAR 4 - FT","String",1,"1 = True","1 ",1,1
"1808_13","Family Ties - Grandchildren's Combined Age Ranges - Person - 16 to 17 Male","Indicates the presence of male grandchildren age 16 to 17.",0.79,"Person","Demographics","Family Ties","Child - CAR 4 - FT","String",1,"1 = True","1 ",1,1
"1808_14","Family Ties - Grandchildren's Combined Age Ranges - Person - 16 to 17 Female","Indicates the presence of female grandchildren age 16 to 17.",0.91,"Person","Demographics","Family Ties","Child - CAR 4 - FT","String",1,"1 = True","1 ",1,1
"1808_15","Family Ties - Grandchildren's Combined Age Ranges - Person - 16 to 17 Unknown Gender","Indicates the presence of grandchildren of unknown gender(s) age 16 to 17. Data could be coded as unknown gender because of ambiguous or unisex names.",3.23,"Person","Demographics","Family Ties","Child - CAR 4 - FT","String",1,"1 = True","1 ",1,1
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"17 = Age less than 18","17 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"18 = Age 18 - 19","18 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"20 = Age 20 - 21","20 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"22 = Age 22 - 23","22 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"24 = Age 24 - 25","24 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"26 = Age 26 - 27","26 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"28 = Age 28 - 29","28 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"30 = Age 30 - 31","30 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"32 = Age 32 - 33","32 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"34 = Age 34 - 35","34 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"36 = Age 36 - 37","36 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"38 = Age 38 - 39","38 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"40 = Age 40 - 41","40 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"42 = Age 42 - 43","42 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"44 = Age 44 - 45","44 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"46 = Age 46 - 47","46 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"48 = Age 48 - 49","48 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"50 = Age 50 - 51","50 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"52 = Age 52 - 53","52 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"54 = Age 54 - 55","54 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"56 = Age 56 - 57","56 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"58 = Age 58 - 59","58 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"60 = Age 60 - 61","60 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"62 = Age 62 - 63","62 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"64 = Age 64 - 65","64 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"66 = Age 66 - 67","66 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"68 = Age 68 - 69","68 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"70 = Age 70 - 71","70 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"72 = Age 72 - 73","72 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"74 = Age 74 - 75","74 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"76 = Age 76 - 77","76 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"78 = Age 78 - 79","78 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"80 = Age 80 - 81","80 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"82 = Age 82 - 83","82 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"84 = Age 84 - 85","84 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"86 = Age 86 - 87","86 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"88 = Age 88 - 89","88 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"90 = Age 90 - 91","90 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"92 = Age 92 - 93","92 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"94 = Age 94 - 95","94 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"96 = Age 96 - 97","96 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"98 = Age 98 - 99","98 ",43,0
"1809","Family Ties - Parent 1 Age in Two-Year Increments - Person","The two-year age range of an older relative (parent1) of the person on the client record.",32.09,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"99 = Age greater than 99","99 ",43,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"1 = Under $10,000","1 ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"2 = $10,000 - $14,999","2 ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"3 = $15,000 - $19,999","3 ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"4 = $20,000 - $24,999","4 ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"5 = $25,000 - $29,999","5 ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"6 = $30,000 - $34,999","6 ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"7 = $35,000 - $39,999","7 ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"8 = $40,000 - $44,999","8 ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"9 = $45,000 - $49,999","9 ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"A = $50,000 - $54,999","A ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"B = $55,000 - $59,999","B ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"C = $60,000 - $64,999","C ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"D = $65,000 - $74,999","D ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"E = $75,000 - $99,999","E ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"F = $100,000 - $149,999","F ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"G = $150,000 - $174,999","G ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"H = $175,000 - $199,999","H ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"I = $200,000 - $249,999","I ",19,0
"1810","Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person","The Income range of an older relative (Parent1) of the person on the client record.",31.78,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"J = $250,000 +","J ",19,0
"1811","Family Ties - Parent 1 Net Worth - Person","The Net Worth Gold of an older relative (Parent1) of the person on the client record. The basis for the model was the Federal Reserves Survey of Consumer Finance (SCF). Demographic data on the SCF survey was mapped into the same format as InfoBase data and used to build a prediction of Net Worth. Some area level data was also used in the model, primarily when specific household elements were unavailable.",31.96,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"1 = Less than or equal to $0","1 ",11,0
"1811","Family Ties - Parent 1 Net Worth - Person","The Net Worth Gold of an older relative (Parent1) of the person on the client record. The basis for the model was the Federal Reserves Survey of Consumer Finance (SCF). Demographic data on the SCF survey was mapped into the same format as InfoBase data and used to build a prediction of Net Worth. Some area level data was also used in the model, primarily when specific household elements were unavailable.",31.96,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"2 = $1 - $4,999","2 ",11,0
"1811","Family Ties - Parent 1 Net Worth - Person","The Net Worth Gold of an older relative (Parent1) of the person on the client record. The basis for the model was the Federal Reserves Survey of Consumer Finance (SCF). Demographic data on the SCF survey was mapped into the same format as InfoBase data and used to build a prediction of Net Worth. Some area level data was also used in the model, primarily when specific household elements were unavailable.",31.96,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"3 = $5,000 - $9,999","3 ",11,0
"1811","Family Ties - Parent 1 Net Worth - Person","The Net Worth Gold of an older relative (Parent1) of the person on the client record. The basis for the model was the Federal Reserves Survey of Consumer Finance (SCF). Demographic data on the SCF survey was mapped into the same format as InfoBase data and used to build a prediction of Net Worth. Some area level data was also used in the model, primarily when specific household elements were unavailable.",31.96,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"4 = $10,000 - $24,999","4 ",11,0
"1811","Family Ties - Parent 1 Net Worth - Person","The Net Worth Gold of an older relative (Parent1) of the person on the client record. The basis for the model was the Federal Reserves Survey of Consumer Finance (SCF). Demographic data on the SCF survey was mapped into the same format as InfoBase data and used to build a prediction of Net Worth. Some area level data was also used in the model, primarily when specific household elements were unavailable.",31.96,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"5 = $25,000 - $49,999","5 ",11,0
"1811","Family Ties - Parent 1 Net Worth - Person","The Net Worth Gold of an older relative (Parent1) of the person on the client record. The basis for the model was the Federal Reserves Survey of Consumer Finance (SCF). Demographic data on the SCF survey was mapped into the same format as InfoBase data and used to build a prediction of Net Worth. Some area level data was also used in the model, primarily when specific household elements were unavailable.",31.96,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"6 = $50,000 - $99,999","6 ",11,0
"1811","Family Ties - Parent 1 Net Worth - Person","The Net Worth Gold of an older relative (Parent1) of the person on the client record. The basis for the model was the Federal Reserves Survey of Consumer Finance (SCF). Demographic data on the SCF survey was mapped into the same format as InfoBase data and used to build a prediction of Net Worth. Some area level data was also used in the model, primarily when specific household elements were unavailable.",31.96,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"7 = $100,000 - $249,999","7 ",11,0
"1811","Family Ties - Parent 1 Net Worth - Person","The Net Worth Gold of an older relative (Parent1) of the person on the client record. The basis for the model was the Federal Reserves Survey of Consumer Finance (SCF). Demographic data on the SCF survey was mapped into the same format as InfoBase data and used to build a prediction of Net Worth. Some area level data was also used in the model, primarily when specific household elements were unavailable.",31.96,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"8 = $250,000 - $499,999","8 ",11,0
"1811","Family Ties - Parent 1 Net Worth - Person","The Net Worth Gold of an older relative (Parent1) of the person on the client record. The basis for the model was the Federal Reserves Survey of Consumer Finance (SCF). Demographic data on the SCF survey was mapped into the same format as InfoBase data and used to build a prediction of Net Worth. Some area level data was also used in the model, primarily when specific household elements were unavailable.",31.96,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"9 = $500,000 - $999,999","9 ",11,0
"1811","Family Ties - Parent 1 Net Worth - Person","The Net Worth Gold of an older relative (Parent1) of the person on the client record. The basis for the model was the Federal Reserves Survey of Consumer Finance (SCF). Demographic data on the SCF survey was mapped into the same format as InfoBase data and used to build a prediction of Net Worth. Some area level data was also used in the model, primarily when specific household elements were unavailable.",31.96,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"A = $1,000,000 - $1,999,999","A ",11,0
"1811","Family Ties - Parent 1 Net Worth - Person","The Net Worth Gold of an older relative (Parent1) of the person on the client record. The basis for the model was the Federal Reserves Survey of Consumer Finance (SCF). Demographic data on the SCF survey was mapped into the same format as InfoBase data and used to build a prediction of Net Worth. Some area level data was also used in the model, primarily when specific household elements were unavailable.",31.96,"Person","Financial","Family Ties","Income 9.9 - FT","String",1,"B = $2,000,000 +","B ",11,0
"1812","Family Ties - Parent 1 State Code - Person","The state of residence code of an older relative (Parent1) of the person on the client record.",32.21,"Person","Location","Family Ties","People in the HH - FT","String",2,"The values in this element are the state abbreviations. (i.e., AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, etc.)","The values in this element are the state abbreviations. (i.e., AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, etc.)",1,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"17 = Age less than 18","17 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"18 = Age 18 - 19","18 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"20 = Age 20 - 21","20 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"22 = Age 22 - 23","22 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"24 = Age 24 - 25","24 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"26 = Age 26 - 27","26 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"28 = Age 28 - 29","28 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"30 = Age 30 - 31","30 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"32 = Age 32 - 33","32 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"34 = Age 34 - 35","34 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"36 = Age 36 - 37","36 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"38 = Age 38 - 39","38 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"40 = Age 40 - 41","40 ",43,0
"1813","Family Ties - Parent 2 Age in Two-Year Increments - Person","The two-year age range of an older relative (Parent2) of the person on the client record.",17.17,"Person","Demographics","Family Ties","DOB Age - 2yr - FT","String",2,"42 = Age 42 - 43","42 ",43,0
